"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I010","2019-07-27 00:00:00","1562.000","25.000","0.500","17.700","0.850","846.300","-99.000","4.000","-99.000","-99.000","-99.000","24.800","","17.200",""
"C0F930","2019-07-27 00:00:00","100.000","129.000","1.000","28.400","0.860","994.800","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","28.100",""
"C0X180","2019-07-27 00:00:00","62.000","140.000","0.700","26.500","0.990","999.100","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.800",""
"C0ACA0","2019-07-27 00:00:00","25.000","73.000","0.300","28.600","0.740","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","27.500",""
"C0X260","2019-07-27 00:00:00","39.000","0.000","0.000","27.800","0.890","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","26.300",""
"C0K500","2019-07-27 00:00:00","12.000","180.000","0.800","28.300","0.900","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","27.200",""
"CM0010","2019-07-27 00:00:00","68.000","0.000","0.000","26.300","-99.000","999.100","-99.000","0.500","-99.000","-99.000","-99.000","35.200","","25.700",""
"C0O990","2019-07-27 00:00:00","18.000","145.000","1.000","26.900","0.990","1004.300","-99.000","3.500","-99.000","-99.000","-99.000","34.300","","25.900",""
"C0E430","2019-07-27 00:00:00","258.000","193.000","1.900","24.500","0.930","981.100","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","23.300",""
"C0D390","2019-07-27 00:00:00","146.000","0.000","0.000","25.800","0.880","988.500","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","24.100",""
"C0T9F0","2019-07-27 00:00:00","251.000","0.000","0.200","25.300","0.900","979.300","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","24.500",""
"C0R350","2019-07-27 00:00:00","35.000","311.000","1.700","25.400","-99.000","1002.500","-99.000","12.500","-99.000","-99.000","-99.000","31.900","","24.900",""
"C0K550","2019-07-27 00:00:00","15.000","188.000","0.300","28.500","0.890","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","26.700",""
"C0C670","2019-07-27 00:00:00","250.000","158.000","1.200","26.200","0.810","978.700","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.000",""
"C0A980","2019-07-27 00:00:00","11.000","259.000","0.400","28.100","0.800","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","35.700","","27.100",""
"C0UA60","2019-07-27 00:00:00","566.000","257.000","0.700","23.900","0.990","944.700","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","22.500",""
"C0V500","2019-07-27 00:00:00","6.000","98.000","0.600","29.300","0.870","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","28.200",""
"C0SA30","2019-07-27 00:00:00","92.000","312.000","0.700","27.400","0.830","998.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.400",""
"C0U710","2019-07-27 00:00:00","1942.000","283.000","0.600","16.400","0.990","806.700","-99.000","0.500","-99.000","-99.000","-99.000","21.700","","15.500",""
"C0Z100","2019-07-27 00:00:00","36.000","0.000","0.000","26.500","0.970","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.500",""
"C0Z170","2019-07-27 00:00:00","199.000","260.000","0.300","27.000","0.870","986.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.100",""
"C0K430","2019-07-27 00:00:00","30.000","145.000","1.200","27.900","0.890","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.800",""
"C0T9M0","2019-07-27 00:00:00","92.000","319.000","1.700","27.500","0.850","998.000","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","25.700",""
"C0AI00","2019-07-27 00:00:00","188.000","227.000","0.900","26.600","0.840","985.400","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","26.100",""
"C0AC40","2019-07-27 00:00:00","1079.000","198.000","1.500","21.900","0.990","890.000","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","19.900",""
"C0F9M0","2019-07-27 00:00:00","230.000","155.000","0.900","27.200","0.780","980.700","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.500",""
"C0A930","2019-07-27 00:00:00","216.000","0.000","0.100","24.500","1.000","980.700","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","23.900",""
"C0A640","2019-07-27 00:00:00","241.000","0.000","0.000","24.200","0.950","981.800","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","23.800",""
"C0I420","2019-07-27 00:00:00","305.000","53.000","1.300","23.800","0.950","973.600","-99.000","7.000","-99.000","-99.000","-99.000","34.100","","23.800",""
"C0R170","2019-07-27 00:00:00","26.000","348.000","0.400","27.100","1.000","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.900",""
"C0M530","2019-07-27 00:00:00","1385.000","83.000","1.000","18.100","0.980","865.700","-99.000","3.000","-99.000","-99.000","-99.000","23.400","","18.000",""
"C0H960","2019-07-27 00:00:00","120.000","195.000","1.700","26.300","0.990","991.800","-99.000","0.500","-99.000","-99.000","-99.000","34.500","","26.300",""
"C0V620","2019-07-27 00:00:00","18.000","104.000","0.800","28.500","0.850","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.500",""
"C0X280","2019-07-27 00:00:00","22.000","166.000","0.300","28.100","0.890","1004.300","-99.000","1.000","-99.000","-99.000","-99.000","32.100","","26.700",""
"C0AH40","2019-07-27 00:00:00","426.000","352.000","1.000","26.200","0.860","959.300","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.300",""
"C0T9A0","2019-07-27 00:00:00","498.000","0.000","0.100","23.800","0.990","953.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.100",""
"C0K390","2019-07-27 00:00:00","31.000","166.000","0.900","28.400","0.810","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","27.000",""
"C0I540","2019-07-27 00:00:00","3344.000","45.000","3.000","10.700","0.780","683.800","-99.000","-99.000","-99.000","-99.000","-99.000","13.000","","8.600",""
"C0G890","2019-07-27 00:00:00","24.000","127.000","1.100","28.300","0.940","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","28.300",""
"C0G720","2019-07-27 00:00:00","50.000","120.000","1.500","27.000","0.840","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.500",""
"C0UA40","2019-07-27 00:00:00","1121.000","200.000","2.500","20.600","0.950","886.400","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","20.600",""
"C0V400","2019-07-27 00:00:00","56.000","65.000","1.400","27.100","0.930","999.900","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.300",""
"C0X130","2019-07-27 00:00:00","27.000","156.000","1.200","27.800","0.900","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","27.200",""
"C0A520","2019-07-27 00:00:00","48.000","0.000","0.200","27.100","0.870","1001.400","-99.000","1.000","-99.000","-99.000","-99.000","36.100","","26.300",""
"C0U870","2019-07-27 00:00:00","474.000","0.000","0.100","24.200","0.920","955.500","-99.000","1.000","-99.000","-99.000","-99.000","30.300","","23.700",""
"C0S690","2019-07-27 00:00:00","522.000","25.000","1.200","23.300","1.000","950.000","-99.000","41.000","-99.000","-99.000","-99.000","34.800","","22.000",""
"C0R150","2019-07-27 00:00:00","105.000","118.000","1.400","26.400","0.990","994.200","-99.000","11.500","-99.000","-99.000","-99.000","36.000","","25.800",""
"C0K560","2019-07-27 00:00:00","117.000","97.000","0.800","25.600","0.890","994.100","-99.000","0.500","-99.000","-99.000","-99.000","34.300","","25.100",""
"C0X100","2019-07-27 00:00:00","10.000","149.000","1.700","29.600","0.880","1003.700","-99.000","10.500","-99.000","-99.000","-99.000","32.600","","27.000",""
"C0K460","2019-07-27 00:00:00","60.000","159.000","1.100","28.100","0.790","998.800","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.900",""
"C0M740","2019-07-27 00:00:00","15.000","151.000","0.900","28.100","0.930","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.700",""
"C0AD30","2019-07-27 00:00:00","20.000","186.000","2.000","28.900","0.720","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","28.700",""
"C0D430","2019-07-27 00:00:00","87.000","0.000","0.000","25.300","0.980","995.500","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","24.200",""
"C0X210","2019-07-27 00:00:00","38.000","0.000","0.200","26.800","0.910","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.800",""
"C0AH10","2019-07-27 00:00:00","30.000","181.000","1.000","28.200","0.820","1001.700","-99.000","28.500","-99.000","-99.000","-99.000","35.300","","27.300",""
"C0O960","2019-07-27 00:00:00","112.000","136.000","1.000","26.100","0.900","994.100","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","25.500",""
"C0R360","2019-07-27 00:00:00","20.000","0.000","0.000","26.500","-99.000","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.400",""
"C0H950","2019-07-27 00:00:00","192.000","0.000","0.000","23.700","0.990","986.100","-99.000","32.500","-99.000","-99.000","-99.000","34.100","","23.700",""
"C0A540","2019-07-27 00:00:00","401.000","124.000","0.800","25.200","0.910","958.700","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","22.200",""
"C0C690","2019-07-27 00:00:00","242.000","183.000","0.900","26.400","0.750","979.500","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.800",""
"C0V370","2019-07-27 00:00:00","74.000","0.000","0.100","25.800","0.970","999.100","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.000",""
"C0I110","2019-07-27 00:00:00","161.000","0.000","0.200","25.000","0.990","989.000","-99.000","2.000","-99.000","-99.000","-99.000","34.100","","24.900",""
"C0M750","2019-07-27 00:00:00","10.000","161.000","2.600","28.900","0.840","1005.200","-99.000","0.500","-99.000","-99.000","-99.000","32.100","","27.800",""
"C0U970","2019-07-27 00:00:00","7.000","22.000","0.600","28.300","0.830","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.100",""
"C0X300","2019-07-27 00:00:00","70.000","147.000","0.500","24.900","0.960","998.400","-99.000","2.000","-99.000","-99.000","-99.000","33.100","","24.600",""
"C0R480","2019-07-27 00:00:00","57.000","34.000","1.000","26.800","0.930","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.000",""
"C0A9E0","2019-07-27 00:00:00","26.000","176.000","1.100","28.700","0.780","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","27.900",""
"C0R590","2019-07-27 00:00:00","72.000","36.000","1.200","26.700","0.940","998.800","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.000",""
"C0G820","2019-07-27 00:00:00","29.000","120.000","0.400","27.200","1.000","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","26.800",""
"C0U600","2019-07-27 00:00:00","10.000","333.000","1.100","27.000","0.950","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.200",""
"C0U910","2019-07-27 00:00:00","17.000","247.000","0.400","28.000","0.840","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.600",""
"C0V630","2019-07-27 00:00:00","19.000","91.000","0.800","28.400","0.870","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","27.400",""
"C0D650","2019-07-27 00:00:00","97.000","199.000","1.000","28.600","0.760","995.400","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","27.300",""
"C0R380","2019-07-27 00:00:00","2.000","103.000","0.300","26.600","-99.000","1007.000","-99.000","1.500","-99.000","-99.000","-99.000","34.300","","25.600",""
"C0K510","2019-07-27 00:00:00","10.000","174.000","0.900","28.600","0.880","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","27.000",""
"C0D540","2019-07-27 00:00:00","227.000","154.000","0.400","24.600","0.920","982.000","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","23.600",""
"C0E590","2019-07-27 00:00:00","40.000","167.000","1.500","28.100","0.780","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.700",""
"C0Z330","2019-07-27 00:00:00","488.000","0.000","0.200","24.200","0.990","955.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","23.100",""
"C0R580","2019-07-27 00:00:00","10.000","150.000","1.200","27.300","1.000","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.600",""
"C0S810","2019-07-27 00:00:00","65.000","353.000","0.800","26.500","0.930","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.400",""
"C0V820","2019-07-27 00:00:00","441.000","42.000","1.400","23.900","0.850","960.300","-99.000","2.500","-99.000","-99.000","-99.000","31.300","","23.200",""
"C0K490","2019-07-27 00:00:00","91.000","87.000","0.800","26.100","0.880","996.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.300",""
"C0SA20","2019-07-27 00:00:00","857.000","206.000","1.400","22.200","0.990","915.000","-99.000","19.000","-99.000","-99.000","-99.000","26.300","","21.400",""
"CM0140","2019-07-27 00:00:00","26.000","8.000","0.500","28.400","0.740","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","28.000",""
"C0AC80","2019-07-27 00:00:00","40.000","0.000","0.000","25.600","0.970","1001.800","-99.000","8.500","-99.000","-99.000","-99.000","35.600","","25.200",""
"C0M810","2019-07-27 00:00:00","1354.000","182.000","0.800","18.500","0.950","863.300","-99.000","3.000","-99.000","-99.000","-99.000","23.500","","18.500",""
"C0R370","2019-07-27 00:00:00","55.000","0.000","0.000","25.900","-99.000","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","24.800",""
"C0I360","2019-07-27 00:00:00","300.000","147.000","1.300","24.200","0.920","973.000","-99.000","6.500","-99.000","-99.000","-99.000","32.400","","24.200",""
"C0C620","2019-07-27 00:00:00","19.000","153.000","0.500","27.200","0.880","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","26.300",""
"C0G790","2019-07-27 00:00:00","27.000","0.000","0.000","28.200","0.880","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","36.000","","27.500",""
"C0M850","2019-07-27 00:00:00","695.000","82.000","0.500","22.000","0.980","930.300","-99.000","0.500","-99.000","-99.000","-99.000","32.200","","21.600",""
"C0UA20","2019-07-27 00:00:00","2619.000","31.000","0.500","12.500","0.980","737.500","-99.000","1.500","-99.000","-99.000","-99.000","19.200","","11.600",""
"C0F9V0","2019-07-27 00:00:00","525.000","175.000","2.500","23.700","0.890","950.800","-99.000","35.000","-99.000","-99.000","-99.000","32.100","","23.300",""
"C0T900","2019-07-27 00:00:00","160.000","275.000","0.800","25.900","0.710","988.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","24.600",""
"C0K440","2019-07-27 00:00:00","35.000","162.000","1.200","28.600","0.840","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","27.400",""
"C0Z250","2019-07-27 00:00:00","1124.000","292.000","0.300","19.900","0.990","887.300","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","19.800",""
"C0F0A0","2019-07-27 00:00:00","3587.000","221.000","2.400","6.600","0.910","664.800","-99.000","6.500","-99.000","-99.000","-99.000","12.100","","5.600",""
"C0G860","2019-07-27 00:00:00","45.000","140.000","1.500","27.600","0.830","999.900","-99.000","0.500","-99.000","-99.000","-99.000","34.600","","27.600",""
"C0V790","2019-07-27 00:00:00","410.000","42.000","2.800","23.500","0.900","961.300","-99.000","2.500","-99.000","-99.000","-99.000","31.600","","23.500",""
"C0V740","2019-07-27 00:00:00","60.000","5.000","1.500","25.900","0.920","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.600",""
"C0Z200","2019-07-27 00:00:00","153.000","281.000","0.300","26.400","0.860","991.300","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.600",""
"C0K520","2019-07-27 00:00:00","10.000","183.000","1.200","28.000","0.920","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.700",""
"C0X250","2019-07-27 00:00:00","33.000","173.000","1.000","28.800","0.830","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.100",""
"C0S940","2019-07-27 00:00:00","150.000","8.000","0.300","26.900","0.880","990.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.400",""
"CM0110","2019-07-27 00:00:00","7.000","136.000","0.600","28.300","0.780","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","27.700",""
"C0A970","2019-07-27 00:00:00","96.000","182.000","9.200","27.000","0.960","996.500","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.200",""
"C0M700","2019-07-27 00:00:00","150.000","65.000","0.800","24.900","0.930","990.500","-99.000","13.000","-99.000","-99.000","-99.000","33.800","","24.400",""
"C0U990","2019-07-27 00:00:00","31.000","262.000","0.900","26.800","0.860","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.600",""
"C0D590","2019-07-27 00:00:00","143.000","143.000","0.700","27.000","0.850","991.200","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","26.300",""
